Name,Code,Price,Description,Dimensions,Thumbnail Image,Detail Image,Extra Large Image,Detail Page Link,Shopping Cart Link,Everyday,Birthday,Anniversary,Love and Romance,Get Well,New Baby,Thank You,Sympathy,Category
The Independence Bouquet,B30-4341,79.9500,The Independence Bouquet will dazzle your recipient this Summer just in time for the exciting celebration that the Fourth of July brings. Brilliant red roses and white Asiatic lilies are subtly accented with Queen Anne's Lace and a sheer blue ribbon all perfectly presented in a clear glass bubble bowl creating a gorgeous gift that will make their holiday complete.,8"w x 9"h,https://cdn.floristone.com/small/B30-4341_t1.jpg,https://cdn.floristone.com/large/B30-4341_d1.jpg,https://cdn.floristone.com/hi-res/B30-4341_h1.jpg,http://www.floristone.com/detail.cfm?dcode=B30-4341&source_id=aff&affiliateid=2026051528,http://www.floristone.com/cart.cfm?dcode=B30-4341&source_id=aff&affiliateid=2026051528,1,0,0,0,1,0,1,1,Vase Arrangements
The American Glory Bouquet,B30-4433,79.9500,"The American Glory Bouquet bursts with patriotic pride and heartfelt beauty. Blue delphinium, bright red carnations and mini carnations and brilliant white Asiatic lilies create a spectacular display arranged amongst American Flags in a round whitewash basket, creating a lovely way to celebrate this coming July 4th holiday. ",12"w x 18"h,https://cdn.floristone.com/small/B30-4433_t1.jpg,https://cdn.floristone.com/large/B30-4433_d1.jpg,https://cdn.floristone.com/hi-res/B30-4433_h1.jpg,http://www.floristone.com/detail.cfm?dcode=B30-4433&source_id=aff&affiliateid=2026051528,http://www.floristone.com/cart.cfm?dcode=B30-4433&source_id=aff&affiliateid=2026051528,1,0,0,0,1,0,1,1,Centerpieces
The Unity Bouquet,B30-4434,79.9500,"The Unity Bouquet sparks the hearts of all Americans with its patriotic beauty and dazzling color. Bright red roses mingle with blue iris arranged amongst white Peruvian lilies and assorted greens. Accented with two American Flags and a red, white and blue ribbon, this stunning bouquet arrives arranged in a clear glass vase to create a gorgeous way to celebrate our Independence Day.",14"w x 18"h,https://cdn.floristone.com/small/B30-4434_t1.jpg,https://cdn.floristone.com/large/B30-4434_d1.jpg,https://cdn.floristone.com/hi-res/B30-4434_h1.jpg,http://www.floristone.com/detail.cfm?dcode=B30-4434&source_id=aff&affiliateid=2026051528,http://www.floristone.com/cart.cfm?dcode=B30-4434&source_id=aff&affiliateid=2026051528,1,0,0,0,1,0,1,1,Vase Arrangements
The Bright Autumn Centerpiece,B4-4112,79.9500,"The Bright Autumn Centerpiece spins the magic of the Fall season with each sun-kissed petal to set your gathering space aglow with blooming beauty. Two taper candles are surrounded by a gorgeous arrangement consisting of orange Asiatic Lilies, gerbera daisies, and roses with golden Peruvian Lilies, burgundy cushion poms and assorted greens to create the perfect addition to your Autumn celebration. ",15"w x 8"h,https://cdn.floristone.com/small/B4-4112_t1.jpg,https://cdn.floristone.com/large/B4-4112_d1.jpg,https://cdn.floristone.com/hi-res/B4-4112_h1.jpg,http://www.floristone.com/detail.cfm?dcode=B4-4112&source_id=aff&affiliateid=2026051528,http://www.floristone.com/cart.cfm?dcode=B4-4112&source_id=aff&affiliateid=2026051528,1,1,1,0,0,0,0,0,Centerpieces
The Golden Autumn Bouquet,B4-4785,79.9500,"The Golden Autumn Bouquet exudes the warmth and comfort of the harvest season with each colorful bloom. Peach spray roses, burgundy mini carnations, butterscotch chrysanthemums and lush greens are arranged beautifully in a classic clear glass vase accented with an orange plaid ribbon around the neck, creating a truly wonderful bouquet that will send your sweetest sentiments to your special recipient for a fantastic fall. ",11"w x 14"h,https://cdn.floristone.com/small/B4-4785_t1.jpg,https://cdn.floristone.com/large/B4-4785_d1.jpg,https://cdn.floristone.com/hi-res/B4-4785_h1.jpg,http://www.floristone.com/detail.cfm?dcode=B4-4785&source_id=aff&affiliateid=2026051528,http://www.floristone.com/cart.cfm?dcode=B4-4785&source_id=aff&affiliateid=2026051528,1,1,1,0,1,0,1,0,Vase Arrangements
The Natural Elegance Bouquet,B4-4953,79.9500,"The Natural Elegance Bouquet exudes the warm comforts and essence of the autumn months with its rich and vibrant colors. Rust Asiatic lilies, orange roses, bronze traditional daisies, yellow chrysanthemums, burgundy mini carnations and lush greens are perfectly arranged to create a simply stunning fresh flower bouquet. Presented in a clear glass cylinder vase lined with red ti leaves to create an elegant finished effect, this flower arrangement makes an excellent way to share in the fun of your special recipient's Thanksgiving get-together, fall birthday, or can be sent to express your thanks or get well wishes.",11"w x 12"h,https://cdn.floristone.com/small/B4-4953_t1.jpg,https://cdn.floristone.com/large/B4-4953_d1.jpg,https://cdn.floristone.com/hi-res/B4-4953_h1.jpg,http://www.floristone.com/detail.cfm?dcode=B4-4953&source_id=aff&affiliateid=2026051528,http://www.floristone.com/cart.cfm?dcode=B4-4953&source_id=aff&affiliateid=2026051528,0,1,1,0,1,0,1,0,Centerpieces
The Autumn Roads Bouquet,B4-5128,79.9500,"Leading to a journey full of crisp fresh air and harvest sunlight, this stunning fall bouquet weaves together the fabric of this festive season. Bronze chrysanthemums, orange Peruvian Lilies, and butterscotch daisies blend together to create a warm and inviting bouquet accented with lush greens and dried wheat stems to give it a homespun, natural look. Presented in classic clear glass vase tied with a copper satin ribbon at the neck, this autumn flower arrangement is set to create a memorable thank you, thinking of you, or Thanksgiving gift. ",12"w x 15"h,https://cdn.floristone.com/small/B4-5128_t1.jpg,https://cdn.floristone.com/large/B4-5128_d1.jpg,https://cdn.floristone.com/hi-res/B4-5128_h1.jpg,http://www.floristone.com/detail.cfm?dcode=B4-5128&source_id=aff&affiliateid=2026051528,http://www.floristone.com/cart.cfm?dcode=B4-5128&source_id=aff&affiliateid=2026051528,0,1,1,0,1,0,1,0,Vase Arrangements
The Abundant Harvest Basket,B5-5122,79.9500,"Doting on fall color and harvest beauty, this fresh flower arrangement exhibits deep burgundy hues against alluring oranges to create a unique moment for your recipient. Orange roses have a truly charming look surrounded by orange carnations, orange Peruvian Lilies, and peach hypericum berries, offset by burgundy mini carnations and lush greens for an enchanting affect. Presented in a rectangular stained woodchip basket, this harvest flower arrangement is a sensational way to express your love and gratitude throughout the fall months ahead.",13"w x 13"h,https://cdn.floristone.com/small/B5-5122_t1.jpg,https://cdn.floristone.com/large/B5-5122_d1.jpg,https://cdn.floristone.com/hi-res/B5-5122_h1.jpg,http://www.floristone.com/detail.cfm?dcode=B5-5122&source_id=aff&affiliateid=2026051528,http://www.floristone.com/cart.cfm?dcode=B5-5122&source_id=aff&affiliateid=2026051528,0,1,1,0,1,0,1,0,Centerpieces
The Heart of the Harvest Centerpiece,B6-4955,79.9500,"The Heart of the Harvest Centerpiece exudes warmth and autumn elegance to create the perfect addition to their fall table. Orange roses, burgundy carnations, rust Asiatic lilies, burgundy mini carnations, bronze traditional daisies, yellow solidago and lush greens are beautifully arranged to surround a clear glass hurricane holding a single burgundy taper candle to create an eye-catching centerpiece. Set to bring color, life and light to your special recipient's gathering, this fresh floral centerpiece will create an excellent Thanksgiving gift.",15"w x 6"h,https://cdn.floristone.com/small/B6-4955_t1.jpg,https://cdn.floristone.com/large/B6-4955_d1.jpg,https://cdn.floristone.com/hi-res/B6-4955_h1.jpg,http://www.floristone.com/detail.cfm?dcode=B6-4955&source_id=aff&affiliateid=2026051528,http://www.floristone.com/cart.cfm?dcode=B6-4955&source_id=aff&affiliateid=2026051528,0,0,0,0,0,0,0,0,Centerpieces
The Autumn Treasures Bouquet,B6-5126,79.9500,"Mirroring the hue of a great cabernet, sipped on a cool autumn day, this elegant flower bouquet is sure to capture their heart. Rich red roses, burgundy daisies, burgundy carnations, and red Asiatic Lilies are accented with red hypericum berries, seeded eucalyptus, and glycerized oak leaf stems styled in a ruby glass vase. An impressive thank you, birthday, or Thanksgiving gift. ",11"w x 13"h,https://cdn.floristone.com/small/B6-5126_t1.jpg,https://cdn.floristone.com/large/B6-5126_d1.jpg,https://cdn.floristone.com/hi-res/B6-5126_h1.jpg,http://www.floristone.com/detail.cfm?dcode=B6-5126&source_id=aff&affiliateid=2026051528,http://www.floristone.com/cart.cfm?dcode=B6-5126&source_id=aff&affiliateid=2026051528,0,1,1,0,1,0,1,0,Vase Arrangements
The Homespun Harvest Bouquet,B7-5124,79.9500,"A nod to the rich, deep colors of the autumn season, this inspiring bouquet adds a touch of glamour to the harvest months ahead. Burgundy chrysanthemums, plum chrysanthemums, red mini carnations, and purple statice are highlighted by pops of orange carnations, all while situated in a rustic square wooden container. An excellent way to send a touch of fall beauty to your recipient to help them bring the magic of the season into their home. ",10"w x 10"h,https://cdn.floristone.com/small/B7-5124_t1.jpg,https://cdn.floristone.com/large/B7-5124_d1.jpg,https://cdn.floristone.com/hi-res/B7-5124_h1.jpg,http://www.floristone.com/detail.cfm?dcode=B7-5124&source_id=aff&affiliateid=2026051528,http://www.floristone.com/cart.cfm?dcode=B7-5124&source_id=aff&affiliateid=2026051528,0,1,1,0,1,0,1,0,Centerpieces
The Autumn Beauty Bouquet,B7-5127,79.9500,"Expressing the very essence of the autumn season with each wonderfully colorful bloom, this fresh flower bouquet has been designed with an artist's eye to help you send a warm and inviting gift. Starting with deep plum chrysanthemums as the base, this arrangement is highlighted by purple gilly flower, purple double lisianthus, hot pink mini carnations, lush green accents, and sunny glycerized oak leaf stems. Presented in a classic clear glass vase this gift of flowers has been designed just for you to help you celebrate Thanksgiving, a fall birthday, or a special anniversary. ",12"w x 17"h,https://cdn.floristone.com/small/B7-5127_t1.jpg,https://cdn.floristone.com/large/B7-5127_d1.jpg,https://cdn.floristone.com/hi-res/B7-5127_h1.jpg,http://www.floristone.com/detail.cfm?dcode=B7-5127&source_id=aff&affiliateid=2026051528,http://www.floristone.com/cart.cfm?dcode=B7-5127&source_id=aff&affiliateid=2026051528,0,1,1,0,1,0,1,0,Vase Arrangements
The Joyous Holiday Bouquet,B8-4963,89.9500,"The Joyous Holiday Bouquet is a seasonal sensation your special recipient will love. Rich red roses, carnations, and mini carnations are brought together with brilliant white Asiatic lilies and chrysanthemums accented with lush holiday greens to create an incredible fresh flower arrangement. Presented in a clear glass gathered square vase embellished with red ribbon at the neck dangling foil-wrapped present accents to give it a festive look, this holiday flower bouquet will make an excellent Christmas gift for your favorite friends, family or co-workers.",17"H x 14"W,https://cdn.floristone.com/small/B8-4963_t1.jpg,https://cdn.floristone.com/large/B8-4963_d1.jpg,https://cdn.floristone.com/hi-res/B8-4963_h1.jpg,http://www.floristone.com/detail.cfm?dcode=B8-4963&source_id=aff&affiliateid=2026051528,http://www.floristone.com/cart.cfm?dcode=B8-4963&source_id=aff&affiliateid=2026051528,0,0,0,0,0,0,0,0,One Sided Arrangements
The Season's Sparkle Bouquet,B8-5137,89.9500,"The holidays always seem to have an extra glimmering light set about those who make each moment count, adding love and friendship to an already joyous time. This fresh flower bouquet has been hand designed to reflect this treasured moment bringing together red roses, red Peruvian Lilies, red Asiatic Lilies and burgundy mini carnations, accented with an assortment of Christmas greens and shining red glass holiday balls. Presented in an oversized clear glass cylindrical vase lined elegantly with ti leaf material to give it a finished affect, this holiday flower bouquet is ready to make this yuletide season one to remember.",11"H x 10"W,https://cdn.floristone.com/small/B8-5137_t1.jpg,https://cdn.floristone.com/large/B8-5137_d1.jpg,https://cdn.floristone.com/hi-res/B8-5137_h1.jpg,http://www.floristone.com/detail.cfm?dcode=B8-5137&source_id=aff&affiliateid=2026051528,http://www.floristone.com/cart.cfm?dcode=B8-5137&source_id=aff&affiliateid=2026051528,0,0,0,0,0,0,0,0,Centerpieces
Lights of the Season Centerpiece,B9-4833,94.9500,"The Lights of the Season Centerpiece is an exquisite way to bring the magic of the holiday season to your celebrations with family and friends. Brilliant red carnations and mini carnations are gorgeously arranged amongst variegated holly and an assortment of holiday greens. Accented with red glass balls and a bright red wired ribbon, this arrangement encircles 3 red taper candles to bring the perfect glow to your festivities",6"H x 20"W,https://cdn.floristone.com/small/B9-4833_t1.jpg,https://cdn.floristone.com/large/B9-4833_d1.jpg,https://cdn.floristone.com/hi-res/B9-4833_h1.jpg,http://www.floristone.com/detail.cfm?dcode=B9-4833&source_id=aff&affiliateid=2026051528,http://www.floristone.com/cart.cfm?dcode=B9-4833&source_id=aff&affiliateid=2026051528,0,0,0,0,0,0,0,0,Centerpieces
The Thoughtful Expressions Bouquet,C10-5180,79.9500,"Brilliantly rosy in color, this fresh flower arrangement is out to have your recipient tickled pink with delight. Hot pink carnations and mini carnations start as the color base surrounded by the deeper red hues of roses, carnations, and Peruvian Lilies, accented with the lighter shade brought on by lavender button poms contrasting with assorted greens for a full and lush effect. Presented in a classic clear glass vase, this eye-catching flower bouquet is a standout thank you, thinking of you, or happy birthday gift",11"w x 14"h,https://cdn.floristone.com/small/C10-5180_t1.jpg,https://cdn.floristone.com/large/C10-5180_d1.jpg,https://cdn.floristone.com/hi-res/C10-5180_h1.jpg,http://www.floristone.com/detail.cfm?dcode=C10-5180&source_id=aff&affiliateid=2026051528,http://www.floristone.com/cart.cfm?dcode=C10-5180&source_id=aff&affiliateid=2026051528,0,1,1,1,1,0,1,0,Vase Arrangements
The Soft Persuasion Bouquet,C11-5171,79.9500,"Blossoming with a blushing grace and casual appeal your recipient will adore, this fresh flower arrangement will persuade them to see the beauty of all that surrounds them. Pink Asiatic Lilies are the star of this bouquet surrounded by hot pink carnations, hot pink roses, yellow solidago, green button poms, and lush greens, arranged to perfection in an oval woodchip basket to give it a chic country garden styling. A lovely way to say thank you, get well, or congratulations! ",12"w x 9"h,https://cdn.floristone.com/small/C11-5171_t1.jpg,https://cdn.floristone.com/large/C11-5171_d1.jpg,https://cdn.floristone.com/hi-res/C11-5171_h1.jpg,http://www.floristone.com/detail.cfm?dcode=C11-5171&source_id=aff&affiliateid=2026051528,http://www.floristone.com/cart.cfm?dcode=C11-5171&source_id=aff&affiliateid=2026051528,0,1,1,1,1,1,1,0,Centerpieces
